,No.,Tweet,Label,Words,Notes,Contributor
396,397.0,"Smell of fresh #donuts in the air, local business owners, parking for bike, scooters, strollers and labradoodles!  @VillageofCH #FarmersMarket #seeyouthere https://t.co/RywYiYXDK3",Not Business,"smell, air",,
397,398.0,An organic farmers market https://t.co/2c66GStCAv,Not Business,organic,,
398,399.0,"@TheDreamGhoul I think you should explore the difference between selective breeding and genetic modification, and farmers market corn compared to Monsanto corn.",Not Business,genetic modification,,
399,400.0,It’s too hot to cook so come enjoy dinner at the Farmers Market TONIGHT! Specially prepared by this weeks Firehouse Celebrity Chefs 👨🏼‍🚒👨‍🍳 — at Wauconda Farmers Market https://t.co/g1ecO8ddis,Business,,Business,
400,401.0,"@sraichlen I just bought a homemade jar of Gochujang sauce from my farmers market. What to do, what to do? Wanna share a favorite recipe?",Not Business,,,
401,402.0,Hey Andersonville! Come on by and say hi to Mia while getting your soap fix! She'll be there from 3pm to 7pm today. @ Andersonville Farmers Market https://t.co/VtOJG3LcPy,Business,,Business,
402,403.0,"I just signed up on the ""Ravenswood Farmers Market Guest Vendor Sign Up"" page for Second Vendor https://t.co/mUsSwSVlBG  via @signupgenius",Not Business,,,
403,404.0,"The beet goes on every Saturday morning at the Glenview Farmers Market! (Through Oct 27) #glenviewpkdist #glenviewparkdistrict #farmersmarket #pun #farmlife
https://t.co/Lg6Ph4QlAZ https://t.co/RRBwvVGHY7",Not Business,,,
404,405.0,"Make sure to stop by the weekly Elgin Farmer's Market! It is open from 3 to 7 p.m. on Grove Avenue near DuPage Court. 

See you there!

#ElginIL #FarmersMarket #BuyLocal https://t.co/FX0OPOPEri",Business,,Business,
405,406.0,Choose your local farmers market to to be #healthy with fresher veggies - https://t.co/oflllSmTM4 https://t.co/DaODAqHIDK,Not Business,"healthy, fresher",,
406,407.0,"How are you spending Saturday morning?
#poll #glenviewparkdistrict #farmersmarket #shoplocal #farm #healthy #veggies
https://t.co/Lg6Ph4QlAZ",Not Business,,,
407,408.0,Peg Hoover Photography graces Farmers Market - Kokomo Perspective https://t.co/9CuvzTwd08,Not Business,photography,,
408,409.0,Perhaps the village could have told the construction company this street is used for Farmers Market parking on Saturdays? https://t.co/i4s3JPyKCu,Not Business,parking,,
409,410.0,Have you tried #localtofu before? Come to the @edgechamber Edgewater Farmers Market this Sat at the #BroadwayArmory and sample the #besttofu in Chicago made right here in #Edgewater!  https://t.co/zurIYuj1tm https://t.co/uFu0voD3MR,Business,local,Business,
410,411.0,"Recipe of the day: Baked Zucchini Fries  If you don’t have lots of zucchini in your garden (and none of your neighbors have abandoned their extras on your front porch), you can pick some up at our farmers markets to try out this recipe. https://t.co/lQvT7EFmTL",Business,have,Business,
411,412.0,Watch @thefitbakermom's broadcast: Farmers Market #Perigirls #Scopetober #Affirmations https://t.co/xWZTKokOBL,Not Business,,,
412,413.0,We had a great time at the farmers market. Storytime and the Friends of the Library book sale were a hit. @lgfarmersmarket @LaGrangeBiz https://t.co/yY5FBp9oyj,Not Business,"great, time, hit, sale",,
413,414.0,Fun at the Farmers Market! https://t.co/LF2H0Q3JJj,Not Business,fun,,
414,415.0,"Fresh fruits and vegetables are yours for the asking. The Downtown Hyde Park Farmers Market every Thursday 7:00am - 1:00pm
#downtownhydepark #hpcc",Business,fresh,Business,
415,416.0,I have to wait two days for the farmers market and I don’t have potatoes and I’m running out of fruit. 😬😅😭,Not Business,wait,,
416,417.0,Legal Fight Continues for Farmer Banned from Market Over Objecting to Gay Weddings at His Orchard  https://t.co/5i5MnKMNg8,Not Business,,,
417,418.0,"HOW PROXIMITY MARKETING CAN HELP YOUR BUSINESS AT FARMERS MARKETS, CRAFT FAIRS AND FESTIVALS #askdrmemo #mobilemarketing #craftfair @drmemogamboa https://t.co/GQmbCGBaKi",Business,,Business,
418,419.0,"Where are we this Wednesday?  Visiting the Belleville Old Town Farmers' Market!  It is open on Saturdays from 7:30 am to noon, from May through November 3, on the first block of South Charles, next to 324 East... https://t.co/Lem9tdCYBk",Business,,Business,
419,420.0,"HOW PROXIMITY MARKETING CAN HELP YOUR BUSINESS AT FARMERS MARKETS, CRAFT FAIRS AND FESTIVALS #askdrmemo #mobilemarketing #craftfair @drmemogamboa https://t.co/GQmbCGBaKi",Business,,Business,
420,421.0,"SNAP Pop Up Farmers Market in Midtown Neighborhood, Rockford on Tuesday.  Will accept LINK and cash. #SNAP@farmersmarket #farmersmarketweek https://t.co/BVgkNiUvCt",Not Business,cash,,
421,422.0,"Noticing more millennials at farmers markets, this Elkville farmer wrote an intro to veggies https://t.co/svT1yYNjdY",Not Business,millenials,,
422,423.0,It’s Halloween Downtown! Come stop by for Trunk-or-Treat at the Kankakee Depot and Bingo at the Kankakee Farmers' Market. https://t.co/duyKkHeeXA,Business,,Business,
423,424.0,"When I go to a farmers market I get the following: veggies, fruits, homemade salsa, and doggie treats. You can't forget the doggie treats. #ilovemydog",Not Business,,,
424,425.0,Tens of Thousands of People Are About to Lose the Ability to Buy Fresh Food at Farmers Markets https://t.co/varsYYU7Mx via @ModFarm,Not Business,lose,,
425,426.0,Farmers Markets are back in Chicago. Photos of the good stuff in Hyde Park.,Not Business,good,,
426,427.0,"Summer is here, and so is Farmers’ Market season! One of the perks of living in @LakeCountyIL is the incredible access to local vendors. Find your #FarmersMarket here: 
https://t.co/pOMBUNmdG0 https://t.co/8esZXbnRzb",Business,,Business,
427,428.0,Andersonville Farmers Market - Week 23- Last market of the season! - https://t.co/UKWjwaVm7j https://t.co/USIUzqnzKB,Business,,Business,
428,429.0,The Pekin Farmers Market is looking for volunteers! Interested? Visit our website --> https://t.co/Nyb6ZgD0Ec,Business,,Business,
429,430.0,Today’s farmers market find ✨🌿 @ Evanston… https://t.co/hk2JWPpLJR,Not Business,find,,
430,431.0,CELEBRATE A TRUE FALL HARVEST & RAVINIA FARMERS MARKET 40th YEAR https://t.co/4QROnKM3Qq,Not Business,,,
431,432.0,Stop by the Lake Zurich farmers market today from 3-7 pm and visit these precious animals!  The market is located in the park near the corners of Route 22 and Route 12.,Business,,Business,
432,433.0,Berries & Flour Bakery and Harvest Goods' whimsical treats stand out at @LandConnection's Champaign Farmers' Market: https://t.co/OuGTtAq8DQ https://t.co/qY17vUuqw8,Not Business,,,
433,434.0,#HealthTip: Frequent your local farmers market to get healthier fruits and veggies. https://t.co/SvlMt2vQxK https://t.co/1Va2I6H83g,Not Business,healthier,,
434,435.0,Farmers Market is today! https://t.co/YxLrEvSPgZ.  ☀️ #SummerIsHere #Libertyville https://t.co/w5Frx1PsRf,Not Business,,,
435,436.0,Watch what happened at 23:11 in Calvin Thomas's broadcast: Capitol riverfront farmers market!!!!#golive #Music https://t.co/HIcb1V4KfZ,Not Business,,,
436,437.0,4 Questions You Should Never Ask at Farmers Market - News from Sauganash Wellness Center https://t.co/FXGORnrsAa,Not Business,,,
437,438.0,"Going to be an awesome event with @TheFrenchChef and more @  Logan Square #farmersmarket on May 20th, 2018   https://t.co/mciiHp7sAv https://t.co/1Co4eBDRcg",Not Business,"awesome, event",,
438,439.0,Tune in to @whms975 this morning around 8:20 for Champaign Farmers Market updates from Sarah! Bring the kids out for Market Seedlings this afternoon! https://t.co/OXq2hloZWb @cg_food_coop @ChampaignPubLib @willpublicmedia @BrainyEscapes  @DragonFirePizza https://t.co/Wo1WvYS805,Business,,Business,
439,440.0,That’s #Twain restaurant Chef Tim Graham making some hand churned raspberry #icecream at @GreenCityMarket! #samples #saturday #farmersmarket #lincolnpark https://t.co/DpbCPLcJrr,Not Business,hand churned,,
440,441.0,"What a Beautiful Day!  Don't stay inside.  Join us at The Boulevard Farmers Market today.  Many vendors with natural healthy food to stock your kitchen.  Sunday, June 3rd from 10 a.m. to 2 p.m.  Check out the details:  https://t.co/yxepx8EEHw  #BoulevardFM https://t.co/h4rrbTknyI",Not Business,"natural, healthy",,
441,442.0,Scovill Creek Farm Grass Fed Beef Old State Capitol Farmers Market  https://t.co/xzgZPiUWIF,Not Business,,,
442,443.0,"If you want to get more out of your local farmers market, you must take this class. You'll tour the @LSRCC_Chicago #farmersmarket with our chef, talking to farmers and enjoy an impromptu cooking class after featuring the bounty of the market. Sign up now: https://t.co/ZvDYf8iWVI https://t.co/n0tpzR442M",Not Business,,,
443,444.0,"While many people are at Lolla this weekend, I’m just over here at a petting zoo 🤷🏼‍♀️😩 We hit up the farmers market and petting zoo and ended with brunch. Topped it off with 1.5 hour nap.… https://t.co/Xw5kVIGE95",Not Business,,,
444,445.0,"Stop by Fresh Beats & Eats Farmers Market this Friday from 2-6 pm! In addition to your favorite regular vendors, we're teaching food preservation tips on drying and canning your favorite fruits and veggies. Tino's Latin Jazz Swing Factor will rock the stage. #FightBackWithFood https://t.co/skoio708K9",Not Business,,,
445,446.0,"What did you miss this weekend? Our Chamber Orchestra, Choraliers, and Jazz Band performed on a gorgeous sunny day at the Deerfield Farmers Market! #DHSWarriorPride https://t.co/6tesF2VJ1F",Not Business,"Jazz, Band, Orchestra, Choraliers, performed, gorgeous, sunny",,
446,447.0,Great tips from #SummitOnQualityHillApartments on making the most of the farmers marketing. #apartments #apartmentliving #apartmentlife #jvmliving #petfriendly #poolside #downtownkansascity #apartmentdog https://t.co/umAq7PjeeH,Not Business,,,
447,448.0,"Stroll home from the Wicker Park Farmers Market along the tree-lined streets to 2010 W. Pierce. Explore our spacious 2 bedrooms today!
https://t.co/pnn9Meviqx",Not Business,,,
448,449.0,"Stop by the La Grange Farmers Market Thursday between 9am and noon for fun give aways, enter our raffle & have your little try our obstacle course! 🤸🏻‍♂️🌟💪",Not Business,,,
449,450.0,"September 23rd, Chef Emilio will be creating and cooking a Farm to Table dinner at the Compassion Art Gallery.  Local farmers who participate in the Brookfield Farmers Market are donating… https://t.co/QnsyyzDa76",Not Business,,,
450,451.0,"save the bees🐝 bees are currently endangered & pollinate plant species that feed 90% of the 🌎

TO HELP:

•plant bee friendly gardens

•when theyre near you dont swat them away or panic, stay calm

•buy local honey & support local beekeepers. go to your local farmers market",Not Business,,,
451,452.0,*walks through farmers market at local park* wow this is just like a Stardew Valley festival,Not Business,"festival, wow, walked",,
