Sentences,Label 
"It's decently priced...you may find it to be cheaper at the grocery but hey, its a french market.",Non-relevant
My Saturday mornings have been spent here for the past 2 weeks.,Non-relevant
My advice: stop by the vendors with the baked goodies.,Non-relevant
Best find so far among the bakery vendors was a loaf of Chocolate chip pumpkin bread.,availability
Pair that with a hot mug of apple cider and you're seriously on cloud 9.,Non-relevant
"Oh and yes, they have a crepes station!",Non-relevant
Wow!,Non-relevant
LOVE this French Market!,Non-relevant
"Plenty of goodies to look at and buy from a variety of vendors: -several ""farmer's market"" produce stands overflowing with fresh seasonal fruits & veggies",availability
#NAME?,Non-relevant
"-homemade canned pickles, dilly beans (pickled green beans, yum!), relishes, sauces & other condiments",availability
-a few folks selling several kinds of CHEESE!,Non-relevant
"-Many vendors of handcrafted jewelry, handbags & scarves @ affordable prices",Non-relevant
-a couple people selling the most gorgeous (and pricey!) hanging baskets and planters (both BIG and small) of flowers and other greenery,environment
#NAME?,Non-relevant
"-Several food, ready to eat, vendors as well including the local Pad Thai restaurant, Jolly Posh, a gourmet popcorn stand (White Cheddar & Rosemary Popcorn?!?",Non-relevant
"OMG, YES!), a grilled cheese shop, and others I can't possibly remember.",Non-relevant
"The earlier you get there the better as there is a lot to see but it's all crammed in a very small area - and once those mommies wielding their double-wide ankle destroyers, um, I mean, strollers, get out & about, it's a bit cramped.",environment
"I wish it was adjacent to a park so you could take a break from the crowd and sit down to enjoy your lunch, breakfast or snack you will inevitably buy while there.",environment
At least there is parking garage next door so parking is a breeze!,environment
The local farmer's market is my go to place for my local honey.,environment
"This farmers market is really great, however, it can be difficult to navigate with the crowds while finding a place to park.",environment
For parking and convenience I usually opt for parking in the parking garage just south of the train tracks.,environment
While at the market the are two main aisles that have vendors of all kinds.,Non-relevant
"You can find anything from tea, to homemade dog treats, to flowers for your garden, there are even a couple of food truck/vendors.",availability
"And if you are fortunate to walk the aisles during the month of May, the fragrance from the lilac bushes located between the farmers market and the train tracks waft thought the aisles, it's truly a great experience.",Non-relevant
"Cool concept, very poor experience though.",environment
As others have stated this market has wonderful variety.,availability
Tons of vendors and many types of goodies to buy.,availability
But...get ready for my rant...,Non-relevant
People I have a dog that I adore and we take him lots of place with us but I make sure it's an appropriate place like a park.,environment
Why a bunch of you think it's cute to bring Fido with you to an over crowded outdoor market with very cramped quarters makes no sense to me.,environment
I loved the lady with two dogs trying to navigate the super narrow aisles.,environment
"Next, leave the damn stroller at home!!!!",Non-relevant
"If your precious child cannot walk on their own, than don't come or leave the baby home with dad or mom.",Non-relevant
Seriously!,Non-relevant
One woman had a double-wide stroller AND a dog and was sipping on her Starbucks oblivious to the traffic jam she was causing.,environment
"Sorry Wheaton, other burbs and Chicago neighborhoods have got the Farmers Market thing down.",Non-relevant
Yours needs some help.,Non-relevant
"Hint, move it to an area that is not so crowded.",environment
We won't be back.,Non-relevant
"This was perfect on this cool, fall morning.",Non-relevant
There are great stands with a wide variety of items.,availability
"The fresh baked goods are wonderful, a large selection of large and unusually shaped and colored pumpkins, fresh and locally grown fruits and vegetables, fresh flowers, some craft items, honey from a local farm, cheeses, popcorn, canned salsas and pickles, homemade jams and jellies, it goes on.",availability
